Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
3203403,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
3213663,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
3223389,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
3233845,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
3243374,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
3253604,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
3263382,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
3273851,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
3283369,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
3293608,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
3303371,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
3313608,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3323366,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3333974,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
3341097,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
3344304,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
3354416,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
3364100,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
3374394,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
3384090,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
3394345,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
3404087,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
3414313,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
3424105,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
3434301,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
3444099,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
3454302,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
3464098,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
3474342,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3484094,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3494296,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
3504096,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
3514276,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
3524100,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
3534247,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
3544087,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
3554252,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
3564086,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
3574274,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
3584090,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
3594228,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
3604093,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
3614192,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
3624100,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
3634178,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3644093,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3654185,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
3663857,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
3674205,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
3684339,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
3694536,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
3704340,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
3714503,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
3724333,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
3734489,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
3744344,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
3754496,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
3764352,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
3774516,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
3784343,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
3794466,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3804342,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3814437,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
